project;class;method;merge commit;left modifications;right modifications;ConflictPathHasMissReference;MissReferenceImpactedFlowsCount;ConflictMatchDetail
MPAndroidChart;com.xxmassdeveloper.mpchartexample.fragments.SimpleFragment;generateScatterData(int, float, int);af114d180da6ec5633d32c701ff5467f7629fcf3;[80, 91];[73];False;0;
MPAndroidChart;com.xxmassdeveloper.mpchartexample.ScatterChartActivity;onProgressChanged(SeekBar, int, boolean);af114d180da6ec5633d32c701ff5467f7629fcf3;[178, 168, 188, 204, 173, 205];[183, 186, 191];True;2;"[{""Kind"": ""sink"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onProgressChanged"", ""SourceCodeLineNumber"": 183, ""UnitStatement"": ""$stack37 = <com.github.mikephil.charting.charts.ScatterChart$ScatterShape: com.github.mikephil.charting.charts.ScatterChart$ScatterShape SQUARE>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onProgressChanged(ScatterChartActivity.java:183)""]}, {""Kind"": ""sink"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onProgressChanged"", ""SourceCodeLineNumber"": 183, ""UnitStatement"": ""$stack37 = <com.github.mikephil.charting.charts.ScatterChart$ScatterShape: com.github.mikephil.charting.charts.ScatterChart$ScatterShape SQUARE>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onProgressChanged(ScatterChartActivity.java:183)""]}, {""Kind"": ""source"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onProgressChanged"", ""SourceCodeLineNumber"": 183, ""UnitStatement"": ""$stack37 = <com.github.mikephil.charting.charts.ScatterChart$ScatterShape: com.github.mikephil.charting.charts.ScatterChart$ScatterShape SQUARE>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onProgressChanged(ScatterChartActivity.java:183)""]}, {""Kind"": ""sink"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onProgressChanged"", ""SourceCodeLineNumber"": 183, ""UnitStatement"": ""$stack37 = <com.github.mikephil.charting.charts.ScatterChart$ScatterShape: com.github.mikephil.charting.charts.ScatterChart$ScatterShape SQUARE>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onProgressChanged(ScatterChartActivity.java:183)""]}, {""Kind"": ""sink"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onProgressChanged"", ""SourceCodeLineNumber"": 183, ""UnitStatement"": ""$stack37 = <com.github.mikephil.charting.charts.ScatterChart$ScatterShape: com.github.mikephil.charting.charts.ScatterChart$ScatterShape SQUARE>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onProgressChanged(ScatterChartActivity.java:183)""]}, {""Kind"": ""sink"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onProgressChanged"", ""SourceCodeLineNumber"": 183, ""UnitStatement"": ""$stack37 = <com.github.mikephil.charting.charts.ScatterChart$ScatterShape: com.github.mikephil.charting.charts.ScatterChart$ScatterShape SQUARE>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onProgressChanged(ScatterChartActivity.java:183)""]}, {""Kind"": ""sink"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onProgressChanged"", ""SourceCodeLineNumber"": 183, ""UnitStatement"": ""$stack37 = <com.github.mikephil.charting.charts.ScatterChart$ScatterShape: com.github.mikephil.charting.charts.ScatterChart$ScatterShape SQUARE>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onProgressChanged(ScatterChartActivity.java:183)""]}, {""Kind"": ""sink"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onProgressChanged"", ""SourceCodeLineNumber"": 183, ""UnitStatement"": ""$stack37 = <com.github.mikephil.charting.charts.ScatterChart$ScatterShape: com.github.mikephil.charting.charts.ScatterChart$ScatterShape SQUARE>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onProgressChanged(ScatterChartActivity.java:183)""]}, {""Kind"": ""sink"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onProgressChanged"", ""SourceCodeLineNumber"": 183, ""UnitStatement"": ""$stack37 = <com.github.mikephil.charting.charts.ScatterChart$ScatterShape: com.github.mikephil.charting.charts.ScatterChart$ScatterShape SQUARE>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onProgressChanged(ScatterChartActivity.java:183)""]}, {""Kind"": ""source"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onProgressChanged"", ""SourceCodeLineNumber"": 186, ""UnitStatement"": ""$stack41 = <com.github.mikephil.charting.charts.ScatterChart$ScatterShape: com.github.mikephil.charting.charts.ScatterChart$ScatterShape CIRCLE>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onProgressChanged(ScatterChartActivity.java:186)""]}]"
MPAndroidChart;com.xxmassdeveloper.mpchartexample.ScatterChartActivity;onCreate(Bundle);af114d180da6ec5633d32c701ff5467f7629fcf3;[80, 86, 77, 63];[57];True;2;"[{""Kind"": ""source"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onCreate"", ""SourceCodeLineNumber"": 57, ""UnitStatement"": ""$stack20 = this.<com.xxmassdeveloper.mpchartexample.ScatterChartActivity: com.github.mikephil.charting.charts.ScatterChart mChart>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onCreate(ScatterChartActivity.java:57)""]}, {""Kind"": ""sink"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onCreate"", ""SourceCodeLineNumber"": 63, ""UnitStatement"": ""$stack24 = this.<com.xxmassdeveloper.mpchartexample.ScatterChartActivity: com.github.mikephil.charting.charts.ScatterChart mChart>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onCreate(ScatterChartActivity.java:63)""]}, {""Kind"": ""source"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onCreate"", ""SourceCodeLineNumber"": 57, ""UnitStatement"": ""$stack19 = new com.xxmassdeveloper.mpchartexample.custom.CustomScatterShapeRenderer"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onCreate(ScatterChartActivity.java:57)""]}, {""Kind"": ""sink"", ""ClassName"": ""com.xxmassdeveloper.mpchartexample.ScatterChartActivity"", ""MethodName"": ""onCreate"", ""SourceCodeLineNumber"": 63, ""UnitStatement"": ""$stack24 = this.<com.xxmassdeveloper.mpchartexample.ScatterChartActivity: com.github.mikephil.charting.charts.ScatterChart mChart>"", ""TraversedLines"": [""at com.xxmassdeveloper.mpchartexample.ScatterChartActivity.onCreate(ScatterChartActivity.java:63)""]}]"
MPAndroidChart;com.xxmassdeveloper.mpchartexample.LineChartActivity2;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;[126];[117];False;0;
MPAndroidChart;com.xxmassdeveloper.mpchartexample.RadarChartActivitry;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;[59, 60, 61, 62];[72];False;0;
MPAndroidChart;com.xxmassdeveloper.mpchartexample.StackedBarActivityNegative;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;[64, 65];[];False;0;
MPAndroidChart;com.xxmassdeveloper.mpchartexample.LineChartActivity1;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;[135];[];False;0;
MPAndroidChart;com.github.mikephil.charting.renderer.LineChartRenderer;drawData(Canvas);9531ba69895cd64fce48038ffd8df2543eeea1d2;[76, 77, 78];[76, 78];False;0;
MPAndroidChart;com.github.mikephil.charting.renderer.PieChartRenderer;drawData(Canvas);9531ba69895cd64fce48038ffd8df2543eeea1d2;[91, 92];[92, 94];False;0;
elasticsearch;org.elasticsearch.common.settings.IndexScopedSettings;BUILT_IN_INDEX_SETTINGS;d896886973660785aac45275ddb110c1a6babc57;[119, 120];[121];False;0;
elasticsearch;org.elasticsearch.action.index.TransportIndexAction;executeIndexRequestOnPrimary(IndexRequest, IndexShard, MappingUpdatedAction);d896886973660785aac45275ddb110c1a6babc57;[196];[201];False;0;
elasticsearch;org.elasticsearch.action.support.replication.ReplicationOperationTests;testReplication();d896886973660785aac45275ddb110c1a6babc57;[106, 108, 125, 126];[116, 103];False;0;
elasticsearch;org.elasticsearch.index.IndexSettings;IndexSettings(IndexMetaData, Settings, Predicate<String>, IndexScopedSettings);d896886973660785aac45275ddb110c1a6babc57;[238];[246, 269];False;0;
elasticsearch;org.elasticsearch.action.bulk.TransportShardBulkAction;update(IndexMetaData, BulkShardRequest, IndexShard, long[], VersionType[], Translog.Location, int, BulkItemRequest);d896886973660785aac45275ddb110c1a6babc57;[268, 255];[244, 249, 266, 254];False;0;
elasticsearch;org.elasticsearch.action.support.replication.TransportReplicationAction;doRun();d896886973660785aac45275ddb110c1a6babc57;[455, 458, 460];[457, 459];False;0;
elasticsearch;org.elasticsearch.action.support.replication.ReplicationOperation;execute();d896886973660785aac45275ddb110c1a6babc57;[98, 109];[113, 98, 99, 101, 119, 108, 110];False;0;
elasticsearch;org.elasticsearch.index.engine.InternalEngineTests;testRecoverFromForeignTranslog();d896886973660785aac45275ddb110c1a6babc57;[2091];[2124];False;0;
elasticsearch;org.elasticsearch.index.engine.InternalEngine;InternalEngine(EngineConfig);d896886973660785aac45275ddb110c1a6babc57;[134];[161, 162, 163, 164];False;0;
elasticsearch;org.elasticsearch.action.DocWriteResponse;writeTo(StreamOutput);d896886973660785aac45275ddb110c1a6babc57;[140];[141];False;0;
elasticsearch;org.elasticsearch.action.DocWriteResponse;readFrom(StreamInput);d896886973660785aac45275ddb110c1a6babc57;[129];[130];False;0;
elasticsearch;org.elasticsearch.action.DocWriteResponse;toXContent(XContentBuilder, Params);d896886973660785aac45275ddb110c1a6babc57;[163, 164, 165, 166];[160];False;0;
elasticsearch;org.elasticsearch.cluster.metadata.MetaDataCreateIndexService;createIndex(CreateIndexClusterStateUpdateRequest, ActionListener<ClusterStateUpdateResponse>);d896886973660785aac45275ddb110c1a6babc57;[315];[304, 305, 309, 310, 312, 346, 300];False;0;
elasticsearch;org.elasticsearch.action.update.TransportUpdateAction;shardOperation(UpdateRequest, ActionListener<UpdateResponse>, int);d896886973660785aac45275ddb110c1a6babc57;[224, 185, 254];[192, 249, 250];False;0;
elasticsearch;org.elasticsearch.action.delete.TransportDeleteAction;executeDeleteRequestOnPrimary(DeleteRequest, IndexShard);d896886973660785aac45275ddb110c1a6babc57;[136];[140];False;0;
elasticsearch;org.elasticsearch.rest.action.cat.RestNodesAction;getTableWithHeader(RestRequest);3764b3ff800c94293aba0bb0fa18c7df80a764f7;[];[153, 154, 156, 157, 158, 159];False;0;
elasticsearch;org.elasticsearch.rest.action.cat.RestIndicesAction;getTableWithHeader(RestRequest);3764b3ff800c94293aba0bb0fa18c7df80a764f7;[];[144, 147, 150, 153, 138, 141];False;0;
elasticsearch;org.elasticsearch.rest.action.cat.RestShardsAction;getTableWithHeader(RestRequest);3764b3ff800c94293aba0bb0fa18c7df80a764f7;[];[112, 113];False;0;
elasticsearch;org.elasticsearch.common.settings.ClusterSettings;BUILT_IN_CLUSTER_SETTINGS;0404db65e3497452886173957729c8e82cfd4a03;[259, 264, 265];[256, 257, 258, 259, 254, 255];False;0;
elasticsearch;org.elasticsearch.test.ESSingleNodeTestCase;newNode();0404db65e3497452886173957729c8e82cfd4a03;[171];[173, 174];True;2;"[{""Kind"": ""source"", ""ClassName"": ""org.elasticsearch.test.ESSingleNodeTestCase"", ""MethodName"": ""newNode"", ""SourceCodeLineNumber"": 171, ""UnitStatement"": ""$stack23 = <org.elasticsearch.common.util.concurrent.EsExecutors: org.elasticsearch.common.settings.Setting PROCESSORS_SETTING>"", ""TraversedLines"": [""at org.elasticsearch.test.ESSingleNodeTestCase.newNode(ESSingleNodeTestCase.java:171)""]}, {""Kind"": ""sink"", ""ClassName"": ""org.elasticsearch.test.ESSingleNodeTestCase"", ""MethodName"": ""newNode"", ""SourceCodeLineNumber"": 173, ""UnitStatement"": ""$stack27 = <org.elasticsearch.node.Node: org.elasticsearch.common.settings.Setting NODE_LOCAL_SETTING>"", ""TraversedLines"": [""at org.elasticsearch.test.ESSingleNodeTestCase.newNode(ESSingleNodeTestCase.java:173)""]}]"
elasticsearch;org.elasticsearch.index.query.support.NestedInnerQueryParseSupport;setPathLevel();59cb67c7bd0ab6311115b20954e013412b676b29;[193, 195, 197, 200];[199];True;5;"[{""Kind"": ""source"", ""ClassName"": ""org.elasticsearch.index.query.support.NestedInnerQueryParseSupport"", ""MethodName"": ""setPathLevel"", ""SourceCodeLineNumber"": 193, ""UnitStatement"": ""$stack2 = this.<org.elasticsearch.index.query.support.NestedInnerQueryParseSupport: org.elasticsearch.index.query.QueryShardContext shardContext>"", ""TraversedLines"": [""at org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setPathLevel(NestedInnerQueryParseSupport.java:193)""]}, {""Kind"": ""sink"", ""ClassName"": ""org.elasticsearch.index.query.support.NestedInnerQueryParseSupport"", ""MethodName"": ""setPathLevel"", ""SourceCodeLineNumber"": 199, ""UnitStatement"": ""$stack7 = this.<org.elasticsearch.index.query.support.NestedInnerQueryParseSupport: org.elasticsearch.index.mapper.object.ObjectMapper nestedObjectMapper>"", ""TraversedLines"": [""at org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setPathLevel(NestedInnerQueryParseSupport.java:199)""]}, {""Kind"": ""source"", ""ClassName"": ""org.elasticsearch.index.query.support.NestedInnerQueryParseSupport"", ""MethodName"": ""setPathLevel"", ""SourceCodeLineNumber"": 195, ""UnitStatement"": ""$stack13 = this.<org.elasticsearch.index.query.support.NestedInnerQueryParseSupport: org.elasticsearch.index.query.QueryShardContext shardContext>"", ""TraversedLines"": [""at org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setPathLevel(NestedInnerQueryParseSupport.java:195)""]}, {""Kind"": ""sink"", ""ClassName"": ""org.elasticsearch.index.query.support.NestedInnerQueryParseSupport"", ""MethodName"": ""setPathLevel"", ""SourceCodeLineNumber"": 199, ""UnitStatement"": ""$stack7 = this.<org.elasticsearch.index.query.support.NestedInnerQueryParseSupport: org.elasticsearch.index.mapper.object.ObjectMapper nestedObjectMapper>"", ""TraversedLines"": [""at org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setPathLevel(NestedInnerQueryParseSupport.java:199)""]}, {""Kind"": ""source"", ""ClassName"": ""org.elasticsearch.index.query.support.NestedInnerQueryParseSupport"", ""MethodName"": ""setPathLevel"", ""SourceCodeLineNumber"": 197, ""UnitStatement"": ""$stack4 = this.<org.elasticsearch.index.query.support.NestedInnerQueryParseSupport: org.elasticsearch.index.query.QueryShardContext shardContext>"", ""TraversedLines"": [""at org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setPathLevel(NestedInnerQueryParseSupport.java:197)""]}, {""Kind"": ""sink"", ""ClassName"": ""org.elasticsearch.index.query.support.NestedInnerQueryParseSupport"", ""MethodName"": ""setPathLevel"", ""SourceCodeLineNumber"": 199, ""UnitStatement"": ""$stack7 = this.<org.elasticsearch.index.query.support.NestedInnerQueryParseSupport: org.elasticsearch.index.mapper.object.ObjectMapper nestedObjectMapper>"", ""TraversedLines"": [""at org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setPathLevel(NestedInnerQueryParseSupport.java:199)""]}, {""Kind"": ""source"", ""ClassName"": ""org.elasticsearch.index.query.support.NestedInnerQueryParseSupport"", ""MethodName"": ""setPathLevel"", ""SourceCodeLineNumber"": 199, ""UnitStatement"": ""$stack7 = this.<org.elasticsearch.index.query.support.NestedInnerQueryParseSupport: org.elasticsearch.index.mapper.object.ObjectMapper nestedObjectMapper>"", ""TraversedLines"": [""at org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setPathLevel(NestedInnerQueryParseSupport.java:199)""]}, {""Kind"": ""sink"", ""ClassName"": ""org.elasticsearch.index.query.support.NestedInnerQueryParseSupport"", ""MethodName"": ""setPathLevel"", ""SourceCodeLineNumber"": 200, ""UnitStatement"": ""$stack9 = this.<org.elasticsearch.index.query.support.NestedInnerQueryParseSupport: org.elasticsearch.index.query.QueryShardContext shardContext>"", ""TraversedLines"": [""at org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setPathLevel(NestedInnerQueryParseSupport.java:200)""]}]"
elasticsearch;org.elasticsearch.index.query.MultiMatchQueryBuilder;doXContent(XContentBuilder, Params);59cb67c7bd0ab6311115b20954e013412b676b29;[306, 367];[];False;0;
