project;class;method;merge commit;left modifications;right modifications;ConflictPathHasMissReference;MissReferenceImpactedFlowsCount;ConflictMatchDetail
elasticsearch;org.elasticsearch.index.query.SimpleIndexQueryParserTests;setup();36884807b3cc9d660db4da062275c7fdbec8ba67;[217];[208];False;0;
fitnesse;fitnesse.testsystems.slim.tables.SlimTableFactoryTest;setUp();4d9ba9d221d879507440feb084fa7521b95111ec;[32, 31];[38];True;3;"[{""Kind"": ""source"", ""ClassName"": ""fitnesse.testsystems.slim.tables.SlimTableFactoryTest"", ""MethodName"": ""setUp"", ""SourceCodeLineNumber"": 32, ""UnitStatement"": ""$stack13 = this.<fitnesse.testsystems.slim.tables.SlimTableFactoryTest: java.util.Map map>"", ""TraversedLines"": [""at fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setUp(SlimTableFactoryTest.java:32)""]}, {""Kind"": ""sink"", ""ClassName"": ""fitnesse.testsystems.slim.tables.SlimTableFactoryTest"", ""MethodName"": ""setUp"", ""SourceCodeLineNumber"": 38, ""UnitStatement"": ""$stack25 = this.<fitnesse.testsystems.slim.tables.SlimTableFactoryTest: java.util.Map map>"", ""TraversedLines"": [""at fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setUp(SlimTableFactoryTest.java:38)""]}, {""Kind"": ""source"", ""ClassName"": ""fitnesse.testsystems.slim.tables.SlimTableFactoryTest"", ""MethodName"": ""setUp"", ""SourceCodeLineNumber"": 31, ""UnitStatement"": ""$stack11 = this.<fitnesse.testsystems.slim.tables.SlimTableFactoryTest: java.util.Map map>"", ""TraversedLines"": [""at fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setUp(SlimTableFactoryTest.java:31)""]}, {""Kind"": ""sink"", ""ClassName"": ""fitnesse.testsystems.slim.tables.SlimTableFactoryTest"", ""MethodName"": ""setUp"", ""SourceCodeLineNumber"": 38, ""UnitStatement"": ""$stack25 = this.<fitnesse.testsystems.slim.tables.SlimTableFactoryTest: java.util.Map map>"", ""TraversedLines"": [""at fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setUp(SlimTableFactoryTest.java:38)""]}]"
fitnesse;fitnesse.testsystems.slim.tables.SlimTableFactory;SlimTableFactory();4d9ba9d221d879507440feb084fa7521b95111ec;[24, 25];[31];False;0;
cloud-slang;io.cloudslang.lang.api.SlangImpl;getAllEventTypes();20bac30d9bd76569aa6a4fa1e8261c1a9b5e6f76;[116];[123, 124, 125];False;0;
cloud-slang;io.cloudslang.lang.api.SlangImplTest;ALL_EVENTS_SIZE;20bac30d9bd76569aa6a4fa1e8261c1a9b5e6f76;[59];[];False;0;
spring-boot;org.springframework.boot.jta.atomikos.AtomikosProperties;asProperties();6664ce19d6f2388ebd6cf54763f54fdddd226b9a;[323, 324, 325, 326, 327, 328, 317];[];False;0;
spring-boot;org.springframework.boot.jta.atomikos.AtomikosPropertiesTests;testProperties();6664ce19d6f2388ebd6cf54763f54fdddd226b9a;[49, 68, 55, 56, 57, 58, 74, 75, 76, 77];[];False;0;
spring-boot;org.springframework.boot.jta.atomikos.AtomikosPropertiesTests;testDefaultProperties();6664ce19d6f2388ebd6cf54763f54fdddd226b9a;[96, 98, 89, 93, 94, 95];[];False;0;
spring-boot;org.springframework.boot.autoconfigure.mongo.MongoProperties;builder(MongoClientOptions);958a0a45f164601d01cb706c19f22ed3e25eff56;[272];[261, 262, 263, 264, 265, 266, 267, 268, 271];False;0;
spring-boot;org.springframework.boot.loader.archive.ExplodedArchiveTests;getUrl();af20dc6cc45c032573413c401f9f73aa75371744;[];[];False;0;
spring-boot;org.springframework.boot.loader.archive.ExplodedArchive;getUrl();af20dc6cc45c032573413c401f9f73aa75371744;[];[];False;0;
spring-boot;org.springframework.boot.autoconfigure.cache.RedisCacheConfiguration;cacheManager(RedisTemplate<Object,Object>);c93ea54ea3e08eaa2a17640d5d2b3e60264c1a9c;[55];[60];False;0;
spring-boot;org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory;createDeploymentManager(ServletContextInitializer);ea8107b6a53fa60b5f23b33e1b6d2e88bb60133c;[357, 358, 359, 360, 345, 361, 362];[364];True;2;"[{""Kind"": ""source"", ""ClassName"": ""org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory"", ""MethodName"": ""createDeploymentManager"", ""SourceCodeLineNumber"": 362, ""UnitStatement"": ""$u0 = new org.springframework.boot.context.embedded.undertow.FileSessionPersistence"", ""TraversedLines"": [""at org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory.createDeploymentManager(UndertowEmbeddedServletContainerFactory.java:362)""]}, {""Kind"": ""sink"", ""ClassName"": ""org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory"", ""MethodName"": ""createDeploymentManager"", ""SourceCodeLineNumber"": 364, ""UnitStatement"": ""dir#8 = $stack32"", ""TraversedLines"": [""at org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory.createDeploymentManager(UndertowEmbeddedServletContainerFactory.java:364)""]}]"
spring-boot;org.springframework.boot.context.web.SpringBootServletInitializer;createRootApplicationContext(ServletContext);3444ebbc05b99a164474c14d6a6784f749514428;[99];[121, 123];False;0;
spring-boot;org.springframework.boot.context.web.SpringBootServletInitializer;createRootApplicationContext(ServletContext);074771ec125dd407af0282b92960e9e9e3377e84;[87];[88];True;1;"[{""Kind"": ""sink"", ""ClassName"": ""org.springframework.boot.SpringApplication"", ""MethodName"": ""setMainApplicationClass"", ""SourceCodeLineNumber"": 691, ""UnitStatement"": ""this.<org.springframework.boot.SpringApplication: java.lang.Class mainApplicationClass> = mainApplicationClass"", ""TraversedLines"": [""at org.springframework.boot.context.web.SpringBootServletInitializer.createRootApplicationContext(SpringBootServletInitializer.java:88)"", ""at org.springframework.boot.builder.SpringApplicationBuilder.main(SpringApplicationBuilder.java:348)"", ""at org.springframework.boot.SpringApplication.setMainApplicationClass(SpringApplication.java:691)""]}, {""Kind"": ""sink"", ""ClassName"": ""org.springframework.boot.SpringApplication"", ""MethodName"": ""setMainApplicationClass"", ""SourceCodeLineNumber"": 691, ""UnitStatement"": ""this.<org.springframework.boot.SpringApplication: java.lang.Class mainApplicationClass> = mainApplicationClass"", ""TraversedLines"": [""at org.springframework.boot.context.web.SpringBootServletInitializer.createRootApplicationContext(SpringBootServletInitializer.java:88)"", ""at org.springframework.boot.builder.SpringApplicationBuilder.main(SpringApplicationBuilder.java:348)"", ""at org.springframework.boot.SpringApplication.setMainApplicationClass(SpringApplication.java:691)""]}, {""Kind"": ""sink"", ""ClassName"": ""org.springframework.boot.SpringApplication"", ""MethodName"": ""setMainApplicationClass"", ""SourceCodeLineNumber"": 691, ""UnitStatement"": ""this.<org.springframework.boot.SpringApplication: java.lang.Class mainApplicationClass> = mainApplicationClass"", ""TraversedLines"": [""at org.springframework.boot.context.web.SpringBootServletInitializer.createRootApplicationContext(SpringBootServletInitializer.java:88)"", ""at org.springframework.boot.builder.SpringApplicationBuilder.main(SpringApplicationBuilder.java:348)"", ""at org.springframework.boot.SpringApplication.setMainApplicationClass(SpringApplication.java:691)""]}]"
spring-boot;org.springframework.boot.autoconfigure.logging.AutoConfigurationReportLoggingInitializer;logAutoConfigurationReport(boolean);fdd3f12ee0f92ac18844c08bf71df39feebb6673;[114];[110];False;0;
spring-boot;org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainerFactory;customizeConnector(Connector);2d4e68a9777601bfb8309c94d8b74bc21be80ad1;[240, 241, 242, 243, 244, 246, 247, 248, 249];[228];False;0;
quickml;quickdt.experiments.OutOfTimeCrossValidatorRunner;getRandomForestBuilder(int, int);bae968d9a85c0501ba8842a6f88e7fc2c6b78693;[];[42, 43];False;0;
vavr;javaslang.collection.HashSet;of(T);204635d9156b498079c2f34b821dca7ca1711ef6;[];[95];False;0;
vavr;javaslang.collection.LinkedHashSet;of(T);204635d9156b498079c2f34b821dca7ca1711ef6;[];[92];False;0;
vavr;javaslang.collection.CharSeq;of(char);204635d9156b498079c2f34b821dca7ca1711ef6;[];[100, 101, 102, 103, 104, 105, 106];False;0;
vavr;javaslang.collection.Iterator;of(T);204635d9156b498079c2f34b821dca7ca1711ef6;[];[144, 145, 161, 146, 147, 149, 153, 158];False;0;
crawler4j;edu.uci.ics.crawler4j.parser.Parser;parse(Page, String);6fdb8f27b53c5d69b552341a459d0e1fa610f68d;[113, 69, 85, 71, 72, 73, 74, 75, 76];[96, 98, 99, 101, 69, 102, 71, 74, 76, 89, 91, 92, 93, 95];False;0;
